City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
206,Henties Bay,NA,2022-04-25 20:02:31,-22.116,14.2845,63.07,67,0,7.56
207,Salekhard,RU,2022-04-25 20:02:32,66.53,66.6019,14.14,98,69,5.14
208,Putina,PE,2022-04-25 20:02:33,-15.4667,-69.4333,50.58,53,86,6.73
209,Port Hedland,AU,2022-04-25 20:02:34,-20.3167,118.5667,71.65,94,23,6.91
210,Umm Lajj,SA,2022-04-25 20:02:34,25.0213,37.2685,78.93,41,0,5.23
211,Oyonnax,FR,2022-04-25 20:02:35,46.2592,5.6573,50.13,95,11,2.33
212,Kalyazin,RU,2022-04-25 20:02:35,57.2403,37.8433,49.01,97,100,6.8
213,Aksu,CN,2022-04-25 20:02:36,41.1231,80.2644,63.61,30,100,7.49
214,Iquique,CL,2022-04-25 20:02:37,-20.2208,-70.1431,68.38,75,100,8.12
215,Zhangjiakou,CN,2022-04-25 20:02:37,40.81,114.8794,49.39,18,3,14.32
216,Codrington,AU,2022-04-25 20:02:38,-38.2667,141.9667,56.37,74,100,9.13
217,Sault Sainte Marie,CA,2022-04-25 19:58:05,46.5168,-84.3333,43.36,87,75,6.91
218,Nova Ushytsya,UA,2022-04-25 20:02:39,48.8372,27.2743,51.21,93,100,1.39
219,Porto Novo,BJ,2022-04-25 20:00:51,6.4965,2.6036,81.61,82,13,8.37
220,Ancud,CL,2022-04-25 20:02:40,-41.8697,-73.8203,53.22,91,100,30.98
221,Hamilton,US,2022-04-25 20:00:15,39.1834,-84.5333,69.67,88,100,20.71
222,San Patricio,US,2022-04-25 20:02:41,28.017,-97.5169,88.52,53,92,17.43
223,Bonthe,SL,2022-04-25 20:02:41,7.5264,-12.505,80.69,83,75,11.65
224,Alice Springs,AU,2022-04-25 20:02:42,-23.7,133.8833,51.35,100,71,0.0
225,Ilulissat,GL,2022-04-25 20:02:43,69.2167,-51.1,28.45,89,100,1.68
226,Sembabule,UG,2022-04-25 20:02:43,-0.0772,31.4567,61.9,95,97,2.44
227,Byron Bay,AU,2022-04-25 20:02:43,-28.65,153.6167,59.94,73,100,6.46
228,Ambilobe,MG,2022-04-25 20:02:44,-13.2,49.05,73.24,83,98,4.32
229,Karratha,AU,2022-04-25 20:02:44,-20.7377,116.8463,75.6,72,76,7.83
230,Chifeng,CN,2022-04-25 20:00:23,42.2683,118.9636,53.06,13,60,16.26
231,Kaeo,NZ,2022-04-25 20:02:45,-35.1,173.7833,55.33,96,49,4.36
232,Aklavik,CA,2022-04-25 20:02:46,68.2191,-135.0107,33.21,100,100,4.07
233,Purranque,CL,2022-04-25 20:02:46,-40.9167,-73.1667,48.27,95,100,11.63
234,Tabou,CI,2022-04-25 20:03:47,4.423,-7.3528,79.93,78,100,5.44
235,Bandarbeyla,SO,2022-04-25 20:03:48,9.4942,50.8122,81.93,72,99,6.29
236,Sovetskiy,RU,2022-04-25 20:03:48,61.3614,63.5842,32.18,96,94,2.59
237,Saint-Georges,GD,2022-04-25 20:03:48,12.0564,-61.7485,81.09,77,100,12.41
238,Wynyard,AU,2022-04-25 20:03:49,-41.0,145.7167,56.98,1,90,7.05
239,Birnin Kebbi,NG,2022-04-25 20:03:49,12.4539,4.1975,94.08,8,99,5.82
240,Laguna,US,2022-04-25 20:03:50,38.421,-121.4238,80.15,30,0,5.75
241,Mao,ES,2022-04-25 20:03:50,39.8885,4.2658,59.56,82,0,5.75
242,Bethel,US,2022-04-25 20:01:43,41.3712,-73.414,63.37,38,99,4.0
243,San Jose,US,2022-04-25 19:59:03,37.3394,-121.895,79.9,38,0,10.36
244,Kaitangata,NZ,2022-04-25 20:03:51,-46.2817,169.8464,48.87,70,41,13.62
245,Kijang,KR,2022-04-25 20:03:51,35.2442,129.2139,62.24,98,100,1.41
246,Miles City,US,2022-04-25 20:03:52,46.4083,-105.8406,56.37,44,0,11.5
247,Ileza,RU,2022-04-25 20:03:52,61.0533,43.9002,41.79,98,100,7.87
248,Grafton,US,2022-04-25 20:03:53,42.207,-71.6856,68.07,28,0,8.05
249,Jijiga,ET,2022-04-25 20:03:54,9.35,42.8,64.47,82,99,5.32
250,Cienfuegos,CU,2022-04-25 20:03:54,22.1461,-80.4356,75.34,88,20,9.22
251,Macon,US,2022-04-25 19:59:03,39.8667,-88.9668,56.88,52,100,17.63
252,Bom Despacho,BR,2022-04-25 20:03:55,-19.7364,-45.2522,76.06,58,100,3.15
253,Sisimiut,GL,2022-04-25 20:03:55,66.9395,-53.6735,28.65,81,100,6.26
254,Necochea,AR,2022-04-25 19:59:48,-38.5473,-58.7368,61.68,45,1,6.49
255,Salmas,IR,2022-04-25 20:03:56,38.1973,44.7653,55.31,60,82,0.87
256,Sitka,US,2022-04-25 20:03:56,57.0531,-135.33,47.05,77,98,5.35
257,Caronport,CA,2022-04-25 20:03:57,50.4501,-105.8179,45.54,42,94,12.8
258,Conceicao Da Barra,BR,2022-04-25 20:03:57,-18.5933,-39.7322,78.19,76,7,7.4
259,San Rafael,AR,2022-04-25 20:03:58,-34.6177,-68.3301,69.3,32,0,7.36
260,Luganville,VU,2022-04-25 20:03:58,-15.5333,167.1667,78.3,82,76,8.41
261,Vangaindrano,MG,2022-04-25 20:03:59,-23.35,47.6,72.95,85,98,4.47
262,Russell,US,2022-04-25 20:03:59,32.3502,-85.1999,85.96,40,49,4.41
263,Pevek,RU,2022-04-25 20:04:00,69.7008,170.3133,13.62,82,100,1.77
264,San Carlos De Bariloche,AR,2022-04-25 20:00:06,-41.1456,-71.3082,40.44,94,56,12.82
265,Waipawa,NZ,2022-04-25 20:04:00,-41.4122,175.5153,51.1,80,91,1.61
266,Calvia,ES,2022-04-25 20:04:01,39.5657,2.5062,61.27,60,6,5.53
267,Priiskovyy,RU,2022-04-25 20:04:01,51.9333,116.6333,32.9,91,100,8.99
268,Port Blair,IN,2022-04-25 20:04:02,11.6667,92.75,82.76,72,6,1.79
269,Kyzyl-Suu,KG,2022-04-25 20:04:07,42.3414,78.0056,43.61,71,68,4.83
270,Arrecife,ES,2022-04-25 20:00:16,28.963,-13.5477,69.78,68,20,2.3
271,Lavrentiya,RU,2022-04-25 20:04:08,65.5833,-171.0,22.64,83,97,7.27
272,Akcakoca,TR,2022-04-25 20:04:08,41.0866,31.1162,59.41,82,99,2.64
273,Monywa,MM,2022-04-25 20:04:09,22.1167,95.1333,90.07,26,0,8.5
274,Prince Rupert,CA,2022-04-25 20:04:09,54.3161,-130.3201,48.38,69,100,5.82
275,Rawson,AR,2022-04-25 20:04:10,-43.3002,-65.1023,63.97,29,100,16.78
276,Vitim,RU,2022-04-25 20:04:10,59.4511,112.5578,25.45,96,100,5.46
277,Lyngdal,NO,2022-04-25 20:04:11,58.1376,7.07,48.88,76,36,7.63
278,Astana,KZ,2022-04-25 20:05:11,51.1801,71.446,40.95,45,0,4.47
279,Adrar,MR,2022-04-25 20:05:12,20.5022,-10.0711,80.37,24,0,10.54
280,Lasa,IT,2022-04-25 20:05:12,46.6166,10.7002,45.7,99,100,1.5
281,Alta Floresta,BR,2022-04-25 20:05:13,-9.8756,-56.0861,79.02,84,84,4.81
282,Luorong,CN,2022-04-25 20:05:13,24.4058,109.6086,74.82,90,0,1.97
283,Yarada,IN,2022-04-25 20:05:14,17.65,83.2667,84.52,79,20,2.3
284,Vestmannaeyjar,IS,2022-04-25 20:05:15,63.4427,-20.2734,45.75,85,70,12.19
285,Souillac,MU,2022-04-25 20:01:27,-20.5167,57.5167,75.4,74,34,14.41
286,Lompoc,US,2022-04-25 20:05:15,34.6391,-120.4579,88.79,59,0,18.41
287,Hopatcong,US,2022-04-25 20:05:16,40.9329,-74.6593,58.08,47,100,5.01
288,Ibra,OM,2022-04-25 20:05:16,22.6906,58.5334,79.61,35,4,4.76
289,Havoysund,NO,2022-04-25 20:05:17,70.9963,24.6622,28.63,91,100,27.94
290,Olafsvik,IS,2022-04-25 20:05:17,64.8945,-23.7142,45.07,72,98,5.12
291,Matay,EG,2022-04-25 20:00:29,28.419,30.7792,81.5,30,64,18.16
292,Scarborough,GB,2022-04-25 20:00:28,54.2797,-0.4044,46.78,87,20,1.01
293,Scituate,US,2022-04-25 20:04:22,42.1959,-70.7259,62.35,57,100,3.0
294,Najran,SA,2022-04-25 20:05:19,17.4924,44.1277,73.2,43,2,2.44
295,Bourail,NC,2022-04-25 20:05:19,-21.5667,165.4833,68.61,77,100,5.64
296,Kollam,IN,2022-04-25 20:05:19,8.8833,76.6,81.72,84,100,4.54
297,Ahipara,NZ,2022-04-25 20:05:20,-35.1667,173.1667,60.76,82,25,6.62
298,Tilichiki,RU,2022-04-25 20:05:20,60.4667,166.1,24.78,92,100,10.76
299,Hovd,MN,2022-04-25 20:05:21,48.0056,91.6419,34.38,26,100,3.18
300,Constitucion,CL,2022-04-25 20:05:21,-35.3333,-72.4167,56.21,81,100,7.7
301,Namwala,ZM,2022-04-25 20:05:22,-15.7504,26.4384,69.48,61,100,3.22
302,Avallon,FR,2022-04-25 20:05:23,47.4833,3.9,50.05,91,100,2.95
303,Pisco,PE,2022-04-25 20:05:23,-13.7,-76.2167,70.02,73,0,6.91
304,Hervey Bay,AU,2022-04-25 20:05:24,-25.2986,152.8535,66.02,91,100,7.0
305,Santa Fe,AR,2022-04-25 20:04:39,-31.6333,-60.7,82.02,73,77,7.0
306,Bone,DE,2022-04-25 20:05:24,51.9669,12.1396,51.82,72,99,3.02
307,Meulaboh,ID,2022-04-25 20:05:25,4.1363,96.1285,76.14,91,100,2.19
308,Lethem,GY,2022-04-25 20:05:25,3.3803,-59.7968,92.61,47,86,4.21
309,Lebu,CL,2022-04-25 20:01:24,-37.6167,-73.65,55.98,73,100,22.95
310,Bayana,IN,2022-04-25 20:05:26,26.9,77.2833,89.76,12,82,8.95
311,Puerto Baquerizo Moreno,EC,2022-04-25 20:02:46,-0.9,-89.6,72.27,84,36,11.48
312,Nivala,FI,2022-04-25 20:05:27,63.9167,24.9667,39.69,95,100,6.87
313,Agadir,MA,2022-04-25 20:05:27,30.4202,-9.5982,63.05,73,38,7.25
314,Sao Paulo De Olivenca,BR,2022-04-25 20:05:27,-3.3783,-68.8725,86.4,71,85,1.19
315,Salinopolis,BR,2022-04-25 20:05:28,-0.6136,-47.3561,79.63,87,100,10.76
316,Talnakh,RU,2022-04-25 20:05:29,69.4865,88.3972,0.52,98,100,4.54
317,Lupiro,TZ,2022-04-25 20:05:29,-8.3833,36.6667,71.26,97,53,2.19
318,Sayyan,YE,2022-04-25 20:05:29,15.1718,44.3244,61.0,55,73,3.53
319,Araouane,ML,2022-04-25 20:05:30,18.9048,-3.5265,83.35,18,0,8.63
320,De-Kastri,RU,2022-04-25 20:05:30,51.4667,140.7833,22.66,90,56,1.77
321,Tromso,NO,2022-04-25 20:05:31,69.6496,18.957,30.22,64,75,9.22
322,Ahuimanu,US,2022-04-25 20:05:31,21.4447,-157.8378,83.91,67,20,17.27
323,Kamenka,RU,2022-04-25 20:06:32,51.3223,42.7678,57.31,73,99,8.46
324,Taywarah,AF,2022-04-25 20:06:32,33.35,64.4167,52.75,23,17,2.42
325,Marawi,PH,2022-04-25 20:06:33,7.9986,124.2928,69.93,91,100,2.98
326,Mingaora,PK,2022-04-25 20:06:33,34.7758,72.3625,66.27,46,9,6.98
327,Bocanda,CI,2022-04-25 20:06:34,7.0626,-4.4995,81.52,66,39,4.85
328,Nouadhibou,MR,2022-04-25 20:06:34,20.931,-17.0347,65.71,85,0,17.22
329,Churapcha,RU,2022-04-25 20:06:35,62.0025,132.4325,18.05,97,81,3.2
330,Jacareacanga,BR,2022-04-25 20:06:35,-6.2222,-57.7528,83.59,77,87,2.04
331,Manzhouli,CN,2022-04-25 20:06:36,49.6,117.4333,32.68,95,100,21.47
332,Warrnambool,AU,2022-04-25 20:06:36,-38.3833,142.4833,57.81,81,96,9.57
333,Linden,GY,2022-04-25 20:06:37,6.0,-58.3,82.62,85,96,3.83
334,Cherskiy,RU,2022-04-25 20:06:37,68.75,161.3,23.49,75,100,3.2
335,Severnyy,RU,2022-04-25 20:05:21,50.677,36.5532,59.04,55,0,2.24
336,Karakol,KG,2022-04-25 20:06:38,42.4907,78.3936,41.74,81,18,3.62
337,Nome,US,2022-04-25 20:05:40,64.5011,-165.4064,32.16,93,100,0.0
338,Iqaluit,CA,2022-04-25 20:06:39,63.7506,-68.5145,4.73,72,75,25.32
339,Madison,US,2022-04-25 20:03:05,34.7334,-86.5667,83.68,55,100,15.01
340,Inhambane,MZ,2022-04-25 20:06:40,-23.865,35.3833,74.66,88,46,8.08
341,Melfi,IT,2022-04-25 20:06:40,40.9965,15.6514,50.49,89,0,6.02
342,Obregon,NI,2022-04-25 20:06:40,11.9566,-85.9636,92.5,45,59,8.16
343,Yerbogachen,RU,2022-04-25 20:06:41,61.2767,108.0108,21.85,99,93,2.64
344,The Valley,AI,2022-04-25 20:06:41,18.217,-63.0578,80.1,67,66,12.88
345,Novobirilyussy,RU,2022-04-25 20:06:42,56.9514,90.6661,28.99,92,77,5.46
346,Glotovka,RU,2022-04-25 20:06:42,53.9491,46.7042,50.04,85,100,6.38
347,Dhidhdhoo,MV,2022-04-25 20:06:43,6.8833,73.1,84.47,70,100,1.32
348,Tiarei,PF,2022-04-25 20:06:44,-17.5333,-149.3333,84.22,75,10,9.57
349,North Bend,US,2022-04-25 20:06:44,43.4065,-124.2243,60.24,85,100,10.36
350,Veraval,IN,2022-04-25 20:06:44,20.9,70.3667,81.93,63,0,12.59
351,La Ronge,CA,2022-04-25 20:06:45,55.1001,-105.2842,33.87,50,0,10.47
352,Delanggu,ID,2022-04-25 20:06:45,-7.6167,110.6833,74.66,93,100,1.79
353,Deputatskiy,RU,2022-04-25 20:06:46,69.3,139.9,3.87,97,100,1.52
354,Omsukchan,RU,2022-04-25 20:06:46,62.5333,155.8,20.12,95,100,9.06
355,Ostrovnoy,RU,2022-04-25 20:06:47,68.0531,39.5131,34.43,98,100,8.93
356,Margate,GB,2022-04-25 20:06:47,51.3813,1.3862,50.31,83,61,8.01
357,Killybegs,IE,2022-04-25 20:06:47,54.6333,-8.45,49.48,68,100,7.9
358,Bubaque,GW,2022-04-25 20:06:48,11.2833,-15.8333,77.77,78,9,18.14
359,Taoudenni,ML,2022-04-25 20:06:49,22.6783,-3.9836,82.99,15,0,10.22
360,Melo,UY,2022-04-25 20:06:49,-32.3667,-54.1833,68.49,95,100,14.52
361,Westport,US,2022-04-25 20:06:50,41.1415,-73.3579,62.74,42,0,9.22
362,Kupang,ID,2022-04-25 20:06:50,-10.1667,123.5833,75.25,80,100,5.23
363,Jardim,BR,2022-04-25 20:05:46,-21.4803,-56.1381,90.01,44,97,5.66
364,Bairiki,KI,2022-04-25 20:06:51,1.3292,172.9752,80.6,89,40,1.14
365,Kawalu,ID,2022-04-25 20:06:51,-7.3817,108.2082,72.63,93,95,3.31
366,Longyearbyen,SJ,2022-04-25 20:02:43,78.2186,15.6401,3.04,60,75,13.8
367,Acurenam,GQ,2022-04-25 20:06:52,1.0322,10.6488,71.06,96,100,2.75
368,Pointe Michel,DM,2022-04-25 20:07:53,15.25,-61.3833,78.48,77,100,7.11
369,Marsh Harbour,BS,2022-04-25 20:05:31,26.5412,-77.0636,74.97,66,1,14.32
370,Naze,JP,2022-04-25 20:07:53,28.3667,129.4833,71.92,91,30,15.12
371,Hasaki,JP,2022-04-25 20:07:54,35.7333,140.8333,61.29,89,100,7.81
372,Dingle,PH,2022-04-25 20:07:54,10.9995,122.6711,78.01,88,48,6.93
373,Zunyi,CN,2022-04-25 20:07:55,27.6867,106.9072,63.05,88,77,4.45
374,Itarema,BR,2022-04-25 20:07:55,-2.9248,-39.9167,80.26,84,30,11.41
375,Quba,AZ,2022-04-25 20:07:56,41.3626,48.5152,57.43,69,36,5.01
376,Batemans Bay,AU,2022-04-25 20:07:56,-35.7167,150.1833,55.85,91,97,3.83
377,Asfi,MA,2022-04-25 20:07:57,32.2994,-9.2372,61.86,69,100,15.35
378,Timra,SE,2022-04-25 20:07:57,62.487,17.3257,44.28,53,0,8.05
379,Komsomolskiy,UZ,2022-04-25 20:07:58,40.4272,71.7189,65.03,48,57,3.4
380,Banjar,ID,2022-04-25 20:07:58,-8.19,114.9675,77.27,89,100,2.26
381,Palauig,PH,2022-04-25 20:07:59,15.435,119.9045,82.09,69,73,4.18
382,Hays,US,2022-04-25 20:07:59,30.0502,-98.0336,63.28,81,100,5.01
383,Port Macquarie,AU,2022-04-25 20:05:13,-31.4333,152.9167,57.88,80,100,1.32
384,Avera,US,2022-04-25 20:08:00,33.194,-82.5271,85.55,47,55,8.86
385,Sao Felix Do Xingu,BR,2022-04-25 20:08:00,-6.6447,-51.995,84.96,66,52,3.96
386,Belgrade,RS,2022-04-25 20:08:01,44.804,20.4651,60.46,63,0,3.44
387,Krems,AT,2022-04-25 20:05:00,48.4092,15.6142,54.48,86,48,3.06
388,Zirandaro,MX,2022-04-25 20:08:01,18.45,-100.9833,105.4,14,5,2.68
389,Atar,MR,2022-04-25 20:08:02,20.5169,-13.0499,84.09,29,0,11.88
390,Clyde River,CA,2022-04-25 20:08:02,70.4692,-68.5914,12.88,94,100,15.61
391,Qasigiannguit,GL,2022-04-25 20:08:03,68.8193,-51.1922,29.26,88,100,3.11
392,Menomonie,US,2022-04-25 20:04:04,44.8755,-91.9193,39.22,59,100,14.65
393,Baiyin,CN,2022-04-25 20:08:04,36.5583,104.2081,58.86,29,80,2.95
394,Goulburn,AU,2022-04-25 20:06:34,-34.75,149.7167,49.98,98,100,3.31
395,Tucuman,AR,2022-04-25 20:08:04,-26.8241,-65.2226,86.0,48,0,6.91
396,Benghazi,LY,2022-04-25 20:08:05,32.1167,20.0667,67.77,54,100,20.47
397,Ekibastuz,KZ,2022-04-25 20:08:05,51.6667,75.3667,43.79,37,54,7.67
398,Balaghat,IN,2022-04-25 20:08:06,21.8,80.1833,85.89,15,0,1.86
399,Tarakan,ID,2022-04-25 20:08:07,3.3,117.6333,78.3,89,40,6.91
400,Guozhen,CN,2022-04-25 20:08:07,34.3659,107.359,64.92,52,100,4.18
401,Bhinmal,IN,2022-04-25 20:08:08,25.0,72.25,82.09,43,0,9.4
402,Natal,BR,2022-04-25 20:04:07,-5.795,-35.2094,83.05,78,75,9.22
403,Vianopolis,BR,2022-04-25 20:08:08,-16.7419,-48.5164,80.6,48,24,5.75
404,Kavaratti,IN,2022-04-25 20:08:09,10.5669,72.642,84.52,76,41,5.84
405,Faya,SA,2022-04-25 20:08:09,18.3851,42.4509,63.12,52,0,5.68
406,Zempoala,MX,2022-04-25 20:08:10,19.45,-96.4167,89.51,54,7,12.48
407,El Alto,PE,2022-04-25 20:08:10,-4.2714,-81.2147,76.66,70,45,16.24
408,Kapit,MY,2022-04-25 20:08:11,2.0167,112.9333,71.69,99,100,0.89
409,Carinhanha,BR,2022-04-25 20:08:12,-14.3047,-43.765,90.68,27,5,8.48
410,Kitimat,CA,2022-04-25 20:08:12,54.0524,-128.6534,50.92,63,100,1.99
411,Bantou,CN,2022-04-25 20:08:13,26.2151,117.4893,71.6,95,77,2.17
412,Awjilah,LY,2022-04-25 20:08:13,29.1081,21.2869,81.73,13,44,10.4
413,Poum,NC,2022-04-25 20:08:14,-20.2333,164.0167,74.28,66,100,10.27
414,Penzance,GB,2022-04-25 20:08:14,50.1186,-5.5371,48.99,80,1,8.46
